id,full_name,state,name,x,y,category
1,Springfield, MA,Abiding Truth Ministries,42.063595,-72.621534,antilgbt
2,Scottsdale, AZ,Alliance Defending Freedom,33.448029,-111.960816,antilgbt
3,Gainesville, FL,American College of Pediatricians,29.601988,-82.420516,antilgbt
4,Tupelo, MS,American Family Association,34.203781,-88.80041,antilgbt
5,Franklin, PA,American Family Association,41.372184,-79.87247,antilgbt
6,Naperville, IL,Americans for Truth About Homosexuality,41.670164,-88.235278,antilgbt
7,Powder Springs, GA,American Vision,33.841433,-84.724536,antilgbt
8,New York, NY,ATLAH World Missionary Church ,40.496044,-74.255735,antilgbt
9,Terre Haute, IN,Campus Ministry USA ,39.401571,-87.469721,antilgbt
10,Washington, DC,Center for Family and Human Rights,38.803149,-77.11974,antilgbt
11,New York, NY,Center for Family and Human Rights,40.496044,-74.255735,antilgbt
12,Vallecito, CA,Chalcedon Foundation,38.039329,-120.497483,antilgbt
13,Cincinnati, OH,Citizens for Community Values,39.051921,-84.712048,antilgbt
14,Houston, TX,Conservative Republicans of Texas,29.523624,-95.788087,antilgbt
15,Fort Lauderdale, FL,D. James Kennedy Ministries ,26.070365,-80.203969,antilgbt
16,Greenville, GA,Faith Baptist Church ,33.017052,-84.729978,antilgbt
17,North Royalton, OH,Faith2Action,41.27645,-81.785339,antilgbt
18,Tempe, AZ,Faithful Word Baptist Church,33.319861,-111.978976,antilgbt
19,Washington, DC,Family Research Council,38.803149,-77.11974,antilgbt
20,Colorado Springs, CO,Family Research Institute,38.71603,-104.917822,antilgbt
21,Gilbert, AZ,Family Watch International,33.204638,-111.841854,antilgbt
22,Elizabeth, CO,Generations With Vision,39.346603,-104.616856,antilgbt
23,Downers Grove, IL,Heterosexuals Organized for a Moral Environment,41.743653,-88.05745,antilgbt
24,Carol Stream, IL,Illinois Family Institute,41.888027,-88.174862,antilgbt
25,Peoria, IL,Illinois Family Institute Tri-County chapter,40.651938,-89.698281,antilgbt
26,Orlando, FL,Liberty Counsel,28.347986,-81.50773,antilgbt
27,Waltham, MA,Mass Resistance,42.353715,-71.285501,antilgbt
28,Torrance, CA,Mass Resistance,33.780217,-118.394091,antilgbt
29,Lewiston, ME,Mass Resistance,44.005818,-70.223698,antilgbt
30,St. Louis, MO,Mass Resistance,38.531852,-90.320515,antilgbt
31,Yorktown, VA,Mass Resistance,37.22878,-76.525397,antilgbt
32,Columbus, OH,Mission: America,39.808631,-83.21028,antilgbt
33,Sacramento, CA,Pacific Justice Institute,38.437574,-121.56012,antilgbt
34,Hebron, OH,Pass the Salt Ministries,39.948181,-82.511529,antilgbt
35,Monroe, WI,Pilgrims Covenant Church,42.581983,-89.671178,antilgbt
36,Colorado Springs, CO,Pray in Jesus Name Project ,38.71603,-104.917822,antilgbt
37,Plano, TX,Probe Ministries,32.997253,-96.860229,antilgbt
38,Maiden, NC,Providence Road Baptist Church,35.552708,-81.262388,antilgbt
39,Falls Church, VA,Public Advocate of the United States,38.87221,-77.194851,antilgbt
40,San Marcos, CA,Ruth Institute,33.080552,-117.230168,antilgbt
41,Sacramento, CA,Save California,38.437574,-121.56012,antilgbt
42,Fort Worth, TX,Stedfast Baptist Church,32.552315,-97.544923,antilgbt
43,Traverse City, MI,TC Family ,44.715142,-85.65924,antilgbt
44,El Paso, TX,Tom Brown Ministries,31.620785,-106.635922,antilgbt
45,Washington, DC,Traditional Values Coalition,38.803149,-77.11974,antilgbt
46,Anaheim, CA,Traditional Values Coalition,33.788916,-118.017595,antilgbt
47,Spartanburg, SC,True Light Pentecost Church,34.90146,-81.998107,antilgbt
48,Gilbert, AZ,United Families International,33.204638,-111.841854,antilgbt
49,Sacramento, CA,Verity Baptist Church,38.437574,-121.56012,antilgbt
50,Topeka, KS,Westboro Baptist Church,38.916844,-95.812263,antilgbt
51,Oklahoma City, OK,Windsor Hills Baptist Church,35.290544,-97.833675,antilgbt
52,Rockford, IL,World Congress of Families,42.167465,-89.19544,antilgbt
53,Sandpoint, ID,America Promise Ministries,48.256635,-116.581108,christianidentity
54,Greensburg, LA,Christian American Ministries,30.817837,-90.688022,christianidentity
55,Harrison, AR,Christian Revival Center,36.205615,-93.159356,christianidentity
56,Schell City, MO,Church of Israel,38.012833,-94.123944,christianidentity
57,Brooks, GA,Covenant People Ministry,33.27285,-84.473396,christianidentity
58,Morton, IL,Diving International Church of the Web,40.556143,-89.516704,christianidentity
59,Bainbridge, OH,Divine Truth Minstries,39.218389,-83.276337,christianidentity
60,Little Rock, AR,Divine Truth Minstries,34.626061,-92.520911,christianidentity
61,Chicago, IL,Euro Folk Radio,41.644335,-87.940267,christianidentity
62,Union, KY,Fellowship of God Covenant People,38.922672,-84.6926,christianidentity
63,Harrison, AR,Kingdom Identity Ministries,36.205615,-93.159356,christianidentity
64,Alexandria, KY,Kinsman Redeemer Ministries,38.923347,-84.413656,christianidentity
65,Scottsbluff, NE,Mission to Israel,41.846162,-103.695193,christianidentity
66,Fostoria, OH,Non-Universal Teaching Ministries,41.129056,-83.444251,christianidentity
67,Colville, WA,Our Place Fellowship,48.529099,-117.936596,christianidentity
68,Mountain City, TN,Sacred Truth Publishing & Ministries,36.433023,-81.826267,christianidentity
69,Laporte, CO,Scriptures for America Ministries,40.612226,-105.178228,christianidentity
70,Lynchburg, VA,Virginia Publishing Company,37.33258,-79.271768,christianidentity
71,Apple Valley, MN,Weisman Publications,44.717345,-93.248926,christianidentity
72,Livingston, TX,Yahushua Dual Seed Christian Identity Ministry,30.681899,-94.970293,christianidentity
73,Linwood, MI,Yahweh Truth,43.731574,-83.976323,christianidentity
74,Broomall, PA,Catholic Counterpoint,39.954111,-75.374636,christianidentity
75,Niagara Falls, NY,Catholic Family News,43.066956,-79.075321,christianidentity
76,West Chester, OH,Christ or Chaos,39.29229,-84.483206,christianidentity
77,Constable, NY,International Fatima Rosary Crusade ,44.927864,-74.29848,christianidentity
78,Carrollton, VA,In the Spirit of Chartres Committee,36.945466,-76.561857,christianidentity
79,Fillmore, NY,Most Holy Family Monastery,42.456205,-78.122923,christianidentity
80,Palmdale, CA,OMNI Christian Book Club,34.509813,-118.287107,christianidentity
81,Richmond, NH,Slaves of the Immaculate Heart of Mary,42.719535,-72.33962,christianidentity
82,Fence Lake, NM,Aggressive Christianity,34.637307,-108.729619,christianidentity
83,Berino, NM,Aggressive Christianity,32.069584,-106.622732,christianidentity
84,Vista, CA,Christian Anti-Defamation Commission,33.131181,-117.288254,christianidentity
85,St. Petersburg, FL,Bill Keller Ministries,27.644609,-82.767013,christianidentity
86,Sheridan, CA,European-American Evangelistic Crusades,38.978204,-121.377452,christianidentity
87,Colorado City, AZ,Fundamentalist Latter Day Saints,36.946879,-113.028177,christianidentity
88,Custer, SD,Fundamentalist Latter Day Saints,43.75623,-103.618884,christianidentity
89,Pringle, SD,Fundamentalist Latter Day Saints,43.603337,-103.599186,christianidentity
90,Coeur d'Alene, ID,Lordship Church,47.68264,-116.778342,christianidentity
91,Clackamas, OR,National Prayer Network,45.393211,-122.57783,christianidentity
92,Los Angeles, CA,Official Street Preachers,33.703692,-118.668176,christianidentity
93,Harrison, AR,Official Street Preachers,36.205615,-93.159356,christianidentity
94,Austin, TX,Power of Prophecy,30.098659,-97.938383,christianidentity
95,Newmanstown, PA,Reformation-Bible Puritan-Baptist Church Vatican Assassins,40.33789,-76.227786,christianidentity
96,Fouke, AR,Tony Alamo Christian Ministries,33.253458,-93.895555,christianidentity
97,Fort Smith, AR,Tony Alamo Christian Ministries,35.263506,-94.43559,christianidentity
98,Canyon Country, CA,Tony Alamo Christian Ministries,34.415807,-118.476159,christianidentity
99,Santa Clarita, CA,Tony Alamo Christian Ministries,34.340498,-118.613192,christianidentity
100,New York, NY,Tony Alamo Christian Ministries,40.496044,-74.255735,christianidentity
101,Fouke, AR,Tony Alamo Christian Ministries,33.253458,-93.895555,christianidentity
102,Fort Smith, AR,Tony Alamo Christian Ministries,35.263506,-94.43559,christianidentity
103,Canyon Country, CA,Tony Alamo Christian Ministries,34.415807,-118.476159,christianidentity
104,Santa Clarita, CA,Tony Alamo Christian Ministries,34.340498,-118.613192,christianidentity
105,New York, NY,Tony Alamo Christian Ministries,40.496044,-74.255735,christianidentity
106,Brooklyn, NY,All Eyes on Egipt Bookstore,40.551042,-74.05663,blackseparatists
107,Chicago, IL,All Eyes on Egipt Bookstore,41.644335,-87.940267,blackseparatists
108,Cleveland, OH,All Eyes on Egipt Bookstore,41.390628,-81.878976,blackseparatists
109,Decatur, GA,All Eyes on Egipt Bookstore,33.751003,-84.315739,blackseparatists
110,Detroit, MI,All Eyes on Egipt Bookstore,42.255192,-83.287959,blackseparatists
111,Dorchester, MA,All Eyes on Egipt Bookstore,42.267598,-71.080037,blackseparatists
112,Macon, GA,All Eyes on Egipt Bookstore,32.765651,-83.739741,blackseparatists
113,Monticello, GA,All Eyes on Egipt Bookstore,33.28661,-83.709975,blackseparatists
114,Orlando, FL,All Eyes on Egipt Bookstore,28.347986,-81.50773,blackseparatists
115,Chicago, IL,Black Riders Liberation Party,41.644335,-87.940267,blackseparatists
116,Detroit, MI,Black Riders Liberation Party,42.255192,-83.287959,blackseparatists
117,Los Angeles, CA,Black Riders Liberation Party,33.703692,-118.668176,blackseparatists
118,Miami, FL,Black Riders Liberation Party,25.709042,-80.319606,blackseparatists
119,New York, NY,Black Riders Liberation Party,40.496044,-74.255735,blackseparatists
120,Oakland, CA,Black Riders Liberation Party,37.699198,-122.342665,blackseparatists
121,Portland, OR,Black Riders Liberation Party,45.432393,-122.836995,blackseparatists
122,Richmond, VA,Black Riders Liberation Party,37.446553,-77.601011,blackseparatists
123,San Diego, CA,Black Riders Liberation Party,32.534856,-117.282167,blackseparatists
124,Atlanta, GA,Black Riders Liberation Party,33.647808,-84.551819,blackseparatists
125,Austin, TV,Black Riders Liberation Party,30.270004,-97.741628,blackseparatists
126,Chicago, IL,Black Riders Liberation Party,41.644335,-87.940267,blackseparatists
127,Detroit, MI,Black Riders Liberation Party,42.255192,-83.287959,blackseparatists
128,Indianapolis, IN,Black Riders Liberation Party,39.632177,-86.328121,blackseparatists
129,Miami, FL,Black Riders Liberation Party,25.709042,-80.319606,blackseparatists
130,Minneapolis, MN,Black Riders Liberation Party,44.890144,-93.329163,blackseparatists
131,New York, NY,Black Riders Liberation Party,40.496044,-74.255735,blackseparatists
132,Oklahoma City, OK,Black Riders Liberation Party,35.290544,-97.833675,blackseparatists
133,Philadelphia, PA,Black Riders Liberation Party,39.871514,-75.280303,blackseparatists
134,Portland, OR,Black Riders Liberation Party,45.432393,-122.836995,blackseparatists
135,Raleigh, NC,Black Riders Liberation Party,35.715808,-78.819049,blackseparatists
136,Seattle, WA,Black Riders Liberation Party,47.495551,-122.435909,blackseparatists
137,St. Louis, MO,Black Riders Liberation Party,38.531852,-90.320515,blackseparatists
138,Syracuse, NY,Black Riders Liberation Party,42.984366,-76.204476,blackseparatists
139,Atlanta, GA,Israel United In Christ,33.647808,-84.551819,blackseparatists
140,Austin, TX,Israel United In Christ,30.098659,-97.938383,blackseparatists
141,Birmingham, AL,Israel United In Christ,33.38376,-87.122124,blackseparatists
142,Boston, MA,Israel United In Christ,42.22788,-71.191113,blackseparatists
143,Bronx, NY,Israel United In Christ,40.785743,-73.933808,blackseparatists
144,Charlotte, NC,Israel United In Christ,35.013174,-81.009554,blackseparatists
145,Chicago, IL,Israel United In Christ,41.644335,-87.940267,blackseparatists
146,Corpus Christi, TX,Israel United In Christ,27.492056,-97.750558,blackseparatists
147,Dallas, TX,Israel United In Christ,32.617537,-96.998941,blackseparatists
148,Denver, CO,Israel United In Christ,39.614431,-105.109927,blackseparatists
149,Detroit, MI,Israel United In Christ,42.255192,-83.287959,blackseparatists
150,Hampton, VA,Israel United In Christ,36.968618,-76.45117,blackseparatists
151,Heath, OH,Israel United In Christ,39.990299,-82.502483,blackseparatists
152,Houston, TX,Israel United In Christ,29.523624,-95.788087,blackseparatists
153,Kansas City, KS,Israel United In Christ,39.043559,-94.908465,blackseparatists
154,Las Vegas, NV,Israel United In Christ,35.95,-115.4,blackseparatists
155,Los Angeles, CA,Israel United In Christ,33.703692,-118.668176,blackseparatists
156,Louisville, KY,Israel United In Christ,37.9971,-85.948441,blackseparatists
157,Memphis, TN,Israel United In Christ,34.994185,-90.304493,blackseparatists
158,Miami, FL,Israel United In Christ,25.709042,-80.319606,blackseparatists
159,Mount Vernon, NY,Israel United In Christ,40.88975,-73.853528,blackseparatists
160,New Orleans, LA,Israel United In Christ,29.868425,-90.13801,blackseparatists
161,Newark, NJ,Israel United In Christ,40.674018,-74.251324,blackseparatists
162,Orlando, FL,Israel United In Christ,28.347986,-81.50773,blackseparatists
163,Phoenix, AZ,Israel United In Christ,33.29026,-112.324056,blackseparatists
164,Pittsburgh, PA,Israel United In Christ,40.361369,-80.095278,blackseparatists
165,Salem, OR,Israel United In Christ,44.853642,-123.122711,blackseparatists
166,San Antonio, TX,Israel United In Christ,29.224141,-98.805851,blackseparatists
167,St. Louis, MO,Israel United In Christ,38.531852,-90.320515,blackseparatists
168,Tallahassee, FL,Israel United In Christ,30.346942,-84.383886,blackseparatists
169,Warr Acres, OK,Israel United In Christ,35.504957,-97.632319,blackseparatists
170,Washington, DC,Israel United In Christ,38.803149,-77.11974,blackseparatists
171,Akron, OH,Nation of Islam,40.997673,-81.621014,blackseparatists
172,Atlanta, GA,Nation of Islam,33.647808,-84.551819,blackseparatists
173,Augusta, GA,Nation of Islam,33.227148,-82.353499,blackseparatists
174,Austin, TX,Nation of Islam,30.098659,-97.938383,blackseparatists
175,Baltimore, MD,Nation of Islam,39.197207,-76.711519,blackseparatists
176,Baton Rouge, LA,Nation of Islam,30.323732,-91.216307,blackseparatists
177,Benton Harbor, MI,Nation of Islam,42.092528,-86.477434,blackseparatists
178,Birmingham, AL,Nation of Islam,33.38376,-87.122124,blackseparatists
179,Boston, MA,Nation of Islam,42.22788,-71.191113,blackseparatists
180,Brooklyn, NY,Nation of Islam,40.551042,-74.05663,blackseparatists
181,Brunswick, GA,Nation of Islam,31.109837,-81.524192,blackseparatists
182,Buffalo, NY,Nation of Islam,42.826023,-78.914267,blackseparatists
183,Camden, NJ,Nation of Islam,39.898664,-75.132836,blackseparatists
184,Charleston, SC,Nation of Islam,32.668505,-80.14379,blackseparatists
185,Charlotte, NC,Nation of Islam,35.013174,-81.009554,blackseparatists
186,Chattanooga, TN,Nation of Islam,34.982924,-85.425584,blackseparatists
187,Chicago, IL,Nation of Islam,41.644335,-87.940267,blackseparatists
188,Cleveland, OH,Nation of Islam,41.390628,-81.878976,blackseparatists
189,Columbia, SC,Nation of Islam,33.94342,-81.170978,blackseparatists
190,Columbus, GA,Nation of Islam,32.373874,-85.080622,blackseparatists
191,Columbus, OH,Nation of Islam,39.808631,-83.21028,blackseparatists
192,Compton, CA,Nation of Islam,33.863086,-118.263659,blackseparatists
193,Dallas, TX,Nation of Islam,32.617537,-96.998941,blackseparatists
194,Dayton, OH,Nation of Islam,39.701834,-84.311377,blackseparatists
195,Denver, CO,Nation of Islam,39.614431,-105.109927,blackseparatists
196,Detroit, MI,Nation of Islam,42.255192,-83.287959,blackseparatists
197,Durham, NC,Nation of Islam,35.866725,-79.00765,blackseparatists
198,East Saint Louis, IL,Nation of Islam,38.57849,-90.18651,blackseparatists
199,Fort Lauderdale, FL,Nation of Islam,26.070365,-80.203969,blackseparatists
200,Fort Worth, TX,Nation of Islam,32.552315,-97.544923,blackseparatists
201,Gainesville, FL,Nation of Islam,29.601988,-82.420516,blackseparatists
202,Grand Rapids, MI,Nation of Islam,42.883666,-85.751532,blackseparatists
203,Greensboro, NC,Nation of Islam,35.985195,-80.006891,blackseparatists
204,Greenville, SC,Nation of Islam,34.775499,-82.434679,blackseparatists
205,Harlem, NY,Nation of Islam,40.796887,-73.962359,blackseparatists
206,Harrisburg, PA,Nation of Islam,40.237601,-76.924457,blackseparatists
207,Holly Springs, MS,Nation of Islam,34.739358,-89.495469,blackseparatists
208,Houston, TX,Nation of Islam,29.523624,-95.788087,blackseparatists
209,Huntsville, AL,Nation of Islam,34.537651,-86.905704,blackseparatists
210,Indianapolis, IN,Nation of Islam,39.632177,-86.328121,blackseparatists
211,Kansas City, MO,Nation of Islam,38.827176,-94.765917,blackseparatists
212,Lexington, KY,Nation of Islam,37.845256,-84.660415,blackseparatists
213,Los Angeles, CA,Nation of Islam,33.703692,-118.668176,blackseparatists
214,Louisville, KY,Nation of Islam,37.9971,-85.948441,blackseparatists
215,Memphis, TN,Nation of Islam,34.994185,-90.304493,blackseparatists
216,Miami, FL,Nation of Islam,25.709042,-80.319606,blackseparatists
217,Milwaukee, WI,Nation of Islam,42.920816,-88.070876,blackseparatists
218,Mobile, AL,Nation of Islam,30.560374,-88.221253,blackseparatists
219,Monroe, LA,Nation of Islam,32.429714,-92.135234,blackseparatists
220,Montgomery, AL,Nation of Islam,32.249921,-86.41987,blackseparatists
221,New Brunswick, NJ,Nation of Islam,40.467221,-74.489524,blackseparatists
222,New Orleans, LA,Nation of Islam,29.868425,-90.13801,blackseparatists
223,Newark, NJ,Nation of Islam,40.674018,-74.251324,blackseparatists
224,Norfolk, VA,Nation of Islam,36.820757,-76.33427,blackseparatists
225,Oakland, CA,Nation of Islam,37.699198,-122.342665,blackseparatists
226,Pensacola, FL,Nation of Islam,30.397557,-87.258785,blackseparatists
227,Philadelphia, PA,Nation of Islam,39.871514,-75.280303,blackseparatists
228,Phoenix, AZ,Nation of Islam,33.29026,-112.324056,blackseparatists
229,Pine Bluff, AR,Nation of Islam,34.146282,-92.094217,blackseparatists
230,Pine Hills, FL,Nation of Islam,28.552379,-81.477593,blackseparatists
231,Pittsburgh, PA,Nation of Islam,40.361369,-80.095278,blackseparatists
232,Plainfield, NJ,Nation of Islam,40.594502,-74.463351,blackseparatists
233,Raleigh, NC,Nation of Islam,35.715808,-78.819049,blackseparatists
234,Rialto, CA,Nation of Islam,34.023886,-117.436509,blackseparatists
235,Richmond, VA,Nation of Islam,37.446553,-77.601011,blackseparatists
236,Rochester, NY,Nation of Islam,43.103318,-77.701632,blackseparatists
237,Rockford, IL,Nation of Islam,42.167465,-89.19544,blackseparatists
238,Saint Petersburg, FL,Nation of Islam,27.644609,-82.767013,blackseparatists
239,San Diego, CA,Nation of Islam,32.534856,-117.282167,blackseparatists
240,Shreveport, LA,Nation of Islam,32.332715,-93.9478,blackseparatists
241,Southaven, MS,Nation of Islam,34.902816,-90.079466,blackseparatists
242,Springfield, MA,Nation of Islam,42.063595,-72.621534,blackseparatists
243,St. Louis, MO,Nation of Islam,38.531852,-90.320515,blackseparatists
244,Stockton, CA,Nation of Islam,37.887747,-121.419736,blackseparatists
245,Tampa, FL,Nation of Islam,27.82106,-82.648655,blackseparatists
246,Texarkana, TX,Nation of Islam,33.381386,-94.144855,blackseparatists
247,Tulsa, OK,Nation of Islam,35.968097,-96.074478,blackseparatists
248,Washington, DC,Nation of Islam,38.803149,-77.11974,blackseparatists
249,Willingboro, NJ,Nation of Islam,39.998113,-74.931589,blackseparatists
250,Wilmington, DE,Nation of Islam,39.686794,-75.588466,blackseparatists
251,Winston-Salem, NC,Nation of Islam,35.996545,-80.385947,blackseparatists
252,Atlanta, GA,New Black Panther Party,33.647808,-84.551819,blackseparatists
253,Augusta, GA,New Black Panther Party,33.227148,-82.353499,blackseparatists
254,Dallas, TX,New Black Panther Party,32.617537,-96.998941,blackseparatists
255,Dayton, OH,New Black Panther Party,39.701834,-84.311377,blackseparatists
256,Hattiesburg, MS,New Black Panther Party,31.186012,-89.416684,blackseparatists
257,Houston, TX,New Black Panther Party,29.523624,-95.788087,blackseparatists
258,Jacksonville, FL,New Black Panther Party,30.103748,-82.049502,blackseparatists
259,Los Angeles, CA,New Black Panther Party,33.703692,-118.668176,blackseparatists
260,Louisville, KY,New Black Panther Party,37.9971,-85.948441,blackseparatists
261,Miami, FL,New Black Panther Party,25.709042,-80.319606,blackseparatists
262,Nashville, TN,New Black Panther Party,35.967785,-87.054903,blackseparatists
263,Newark, NJ,New Black Panther Party,40.674018,-74.251324,blackseparatists
264,Springfield, IL,New Black Panther Party,39.653626,-89.773177,blackseparatists
265,St. Louis, MO,New Black Panther Party,38.531852,-90.320515,blackseparatists
266,Tallahassee, FL,New Black Panther Party,30.346942,-84.383886,blackseparatists
267,Tampa, FL,New Black Panther Party,27.82106,-82.648655,blackseparatists
268,Tomball, TX,New Black Panther Party,30.061293,-95.66415,blackseparatists
269,Virginia Beach, VA,New Black Panther Party,36.550453,-76.227748,blackseparatists
270,Washington, DC,New Black Panther Party,38.803149,-77.11974,blackseparatists
271,Waycross, GA,New Black Panther Party,31.162828,-82.415123,blackseparatists
272,New Haven, CT,New Black Panther Party for Self Defense,41.246258,-72.998048,blackseparatists
273,Stone Mountain, GA,New Black Panther Party for Self Defense,33.790051,-84.186566,blackseparatists
274,Tampa Bay, FL,New Black Panther Party for Self Defense,27.496445,-82.760584,blackseparatists
275,San Diego, CA,Sicarii 1715,32.534856,-117.282167,blackseparatists
276,Inland Empire, CA,Sicarii 1716,33.425932,-117.802891,blackseparatists
277,Seattle, WA,Sicarii 1717,47.495551,-122.435909,blackseparatists
278,Allentown, PA,The Israelite Church of God in Jesus Christ,40.550173,-75.548002,blackseparatists
279,Baltimore, MD,The Israelite Church of God in Jesus Christ,39.197207,-76.711519,blackseparatists
280,Baltimore, MD,The Israelite Church of God in Jesus Christ,39.197207,-76.711519,blackseparatists
